image_name,shrimp_count
IMG_0210.png,0
IMG_0211.png,0
IMG_0212.png,0
IMG_0213.png,0
IMG_0214.png,0
IMG_0215.png,0
IMG_0216.png,0
IMG_0217.png,0
IMG_0218.png,0
IMG_0219.png,0
IMG_0220.png,0
IMG_0221.png,0
IMG_0222.png,0
IMG_0223.png,0
IMG_0224.png,0
IMG_0225.png,0
IMG_0226.png,0
IMG_0227.png,0
IMG_0228.png,0
IMG_0229.png,0
IMG_0230.png,0
IMG_0231.png,0
IMG_0232.png,0
IMG_0233.png,0
IMG_0234.png,0
IMG_0235.png,0
IMG_0236.png,0
IMG_0237.png,0
IMG_0238.png,0
IMG_0239.png,0
IMG_0240.png,0
IMG_0241.png,0
IMG_0242.png,0
IMG_0243.png,0
IMG_0244.png,0
IMG_0245.png,0
IMG_0246.png,0
IMG_0247.png,0
IMG_0248.png,0
IMG_0249.png,0
IMG_0250.png,0
IMG_0251.png,0
IMG_0252.png,0
IMG_0253.png,0
IMG_0254.png,0
IMG_0255.png,0
IMG_0256.png,0
IMG_0257.png,0
IMG_0258.png,0
IMG_0259.png,0
IMG_0260.png,0
IMG_0261.png,0
IMG_0262.png,0
IMG_0263.png,0
IMG_0264.png,0
IMG_0265.png,0
IMG_0266.png,0
IMG_0267.png,0
IMG_0268.png,0
IMG_0269.png,0
IMG_0270.png,0
IMG_0271.png,0
IMG_0272.png,0
IMG_0273.png,0
IMG_0274.png,0
IMG_0275.png,0
IMG_0276.png,0
IMG_0277.png,0
IMG_0278.png,0
IMG_0279.png,0
IMG_0280.png,0
IMG_0281.png,0
IMG_0282.png,0
IMG_0283.png,0
IMG_0284.png,0
IMG_0285.png,0
IMG_0286.png,0
IMG_0287.png,0
IMG_0288.png,0
IMG_0289.png,0
IMG_0290.png,0
IMG_0291.png,0
IMG_0292.png,0
IMG_0293.png,0
IMG_0294.png,0
IMG_0295.png,0
IMG_0296.png,0
IMG_0297.png,0
IMG_0298.png,0
IMG_0299.png,0
IMG_0300.png,0
IMG_0301.png,0
IMG_0302.png,0
IMG_0303.png,0
IMG_0304.png,0
IMG_0305.png,0
IMG_0306.png,0
IMG_0307.png,0
IMG_0308.png,0
IMG_0309.png,0
IMG_0310.png,0
IMG_0311.png,0
IMG_0312.png,0
IMG_0313.png,0
IMG_0314.jpg,1
IMG_0315.jpg,1
IMG_0316.jpg,1
IMG_0317.jpg,1
IMG_0318.jpg,1
IMG_0319.jpg,2
IMG_0320.jpg,0
IMG_0321.jpg,0
IMG_0322.jpg,0
IMG_0323.jpg,0
IMG_0324.jpg,0
IMG_0325.jpg,1
